长安汽车 nt N
品牌 n N
公关 n N
总经理 n N
杨大勇 nr N
对 p N
经济 n N
观察 v N
网 n N
记者 n N
解释 v N
道 q N
。 x N
北京 ns N
工厂 n N
目前 t N
计划 n N
生产 vn N
的 uj N
车型 n N
包括 v N
CS75 x Y
、 x N
CS95 x Y
等 u N
。 x N
车型 n N
优点 n N
： x N
做 v N
为 p N
北美 ns N
乃至 c N
全球 n N
的 uj N
紧凑型 b N
车 zg N
销量 n N
冠军 n N
， x N
虽然 c N
在 p N
中国 ns N
被 p N
大众 n Y
系列 q N
吊打 v N
， x N
但 c N
它 r N
的 uj N
经济性 n N
、 x N
耐用性 n N
、 x N
实用性 n N
毋庸置疑 l N
， x N
并且 c N
在 p N
乘坐 v N
舒适 a N
和 c N
人体 n N
工程学 n N
上 f N
有着 v N
一定 d N
优势 n N
。 x N
作为 v N
东风标致 x N
“ x N
升 v N
蓝 a N
向上 d N
” x N
计划 n N
的 uj N
重点 n N
车型 n N
， x N
新一代 t N
308 x Y
可谓 v N
有 v N
“ x N
颜 nr N
” x N
有 v N
“ x N
料 v N
” x N
， x N
注定 v N
成为 v N
中级车 nt N
市场 n N
的 uj N
领跑者 n N
。 x N
》 x N
不是 c N
所有 b N
的 uj N
头枕 n N
都 d N
叫 v N
奔驰迈巴赫 x Y
头枕 n N
。 x N
9. m N
自 r N
6 m N
然 c N
* x N
： x N
11 m N
年 m N
别克凯越 x N
9 x N
万公里 m N
， x N
怠速 v N
开 v N
空调 n N
息火 n N
了 ul N
， x N
有时 r N
开 v N
空调车 n N
抖 zg N
， x N
谢谢 nr N
！ x N
。 x N
凌渡 x Y
更加 d N
具有 v N
运动感 n N
， x N
同样 d N
也 d N
更加 d N
年轻化 n N
， x N
前 f N
脸 n N
变得 v N
更加 d N
扁平 n N
开扬 v N
， x N
平直 a N
的 uj N
腰线 n N
从 p N
车头 n N
延伸 v N
到 v N
车尾 n N
， x N
车尾 n N
线条 n N
圆润 n N
性感 n N
， x N
从而 c N
提升 v N
了 ul N
运动 vn N
气质 n N
。 x N
砖叔 n N
点评 v N
： x N
动力 n N
选择 v N
丰富 a N
， x N
轴距 n N
、 x N
空间 n N
也 d N
表现 v N
乐观 a N
， x N
这个 r N
价钱 n N
算是 v N
性价比 n N
较高 a N
的 uj N
一款 m N
车型 n N
， x N
销量 n N
不够 v N
帝豪 x Y
、 x N
逸动 x Y
等 u N
高 a N
， x N
很大 a N
原因 n N
在于 v N
整车 n N
质量 n N
。 x N
两个 m N
本田 nz Y
对比 v N
， x N
笔者 n N
更 d N
关注 v N
东风本田 x Y
。 x N
上月 t N
的 uj N
亚军 nr N
轩逸 x Y
， x N
本月 t N
销量 n N
环比 j N
下滑 v N
24 m N
% x N
， x N
跌 v N
至 p N
第五 m N
。 x N
底部 f N
的 uj N
散热 v N
格栅 nr N
与 p N
两侧 f N
的 uj N
雾灯 n N
区域 n N
融为一体 l N
， x N
并 c N
加入 v N
了 ul N
镀铬 n N
装饰 n N
， x N
而 c N
全系 n N
标配 vn N
的 uj N
LED eng N
大灯 n N
则 d N
令 v N
卡罗拉双擎 x N
显得 v N
更具 v N
科技 n N
感 v N
。 x N
起步 d N
非常 d N
肉 n N
， x N
如果 c N
需要 v N
起步 d N
快 a N
的 uj N
一定 d N
要 v N
考虑 v N
增压 v N
了 ul N
。 x N
但是 c N
v6 x N
确实 ad N
非常 d N
平顺 nr N
， x N
而且 c N
后劲 n N
很足 a N
， x N
我 r N
在 p N
市区 n N
开 v N
基本上 n N
转速 v N
都 d N
在 p N
1000 m N
左右 m N
。 x N
。 x N
。 x N
高速 d N
1400. m N
。 x N
。 x N
真是 d N
浪费 n N
动力 n N
了 ul N
。 x N
对 p N
了 ul N
， x N
我 r N
开车 v N
油门 n N
从来 d N
都 d N
是 v N
轻轻 d N
点 m N
下去 t N
的 uj N
， x N
刹车 n N
也 d N
是 v N
轻点 d N
轻放 v N
， x N
可能 v N
和 c N
性格 n N
有关 vn N
吧 y N
， x N
一直 d N
都 d N
是 v N
这种 r N
不急 a N
不躁 a N
的 uj N
性格 n N
， x N
所以 c N
， x N
对于 p N
a6L x Y
的 uj N
动力 n N
本身 r N
就 d N
不会 v N
榨 v N
干 v N
她 r N
， x N
话说回来 l N
， x N
追求 v N
动力 n N
的话 u N
， x N
隔壁 s N
左转 nr N
宝马3系 x Y
或者 c N
凯迪拉克ats x N
会 v N
更好 d N
哦 zg N
！ x N
我 r N
GLS x N
  x N
上路 ns N
都 d N
16 m N
W eng N
多 m N
了 ul N
， x N
竟然 d N
连 nr N
ES x N
P eng N
都 d N
么 nr N
有 v N
， x N
国产车 n N
8 x N
， x N
9 m N
W eng N
的 uj N
车 n N
都 d N
有 v N
ES x N
P x N
， x N
起亚 nz Y
虽说 c N
性价比 n N
高 a N
， x N
但 c N
也 d N
得 ud N
看 v N
什么 r N
配置 v N
吧 y N
。 x N
这种 r N
国人 n N
很 zg N
看重 v N
的 uj N
安全 an N
基本 n N
配置 v N
都 d N
没有 v N
。 x N
不 d N
说 v N
差不差 l N
这 r N
1 m N
W eng N
吉利汽车 x N
： x N
。 x N
本人 r N
是 v N
80 m N
后 t N
， x N
一个 m N
人 n N
上班 v N
农村 n N
的 uj N
养活 vn N
四口 m N
人 n N
， x N
老婆 n N
家 m N
远 a N
坐车 v N
不 d N
方便 a N
带 v N
两个 m N
小孩 n N
。 x N
想 v N
自己 r N
做 v N
个 q N
啥 r N
生意 v N
了 ul N
， x N
看 v N
了 ul N
好多 m N
面包车 n N
基本上 n N
都 d N
看 v N
了 ul N
还是 c N
比较 d N
相中 d N
新 a N
鸿达 nz Y
的 uj N
发动机 n N
的 uj N
链条 n N
发动机 n N
功率 n N
高 a N
， x N
问 v N
了 ul N
修车 v N
的 uj N
哥们 n N
说用 v N
好 a N
机油 n N
好好 d N
养能 v N
开 v N
20 m N
- x N
- x N
30 x N
W x N
公里 q N
了 ul N
。 x N
车皮 n N
也 d N
厚 a N
， x N
油耗 n N
比 p N
其他 r N
面包车 n N
的 uj N
省油 n N
， x N
身边 s N
有 v N
开过 v N
这个 r N
车 n N
的 uj N
问 v N
了 ul N
问 v N
都 d N
说 v N
车 n N
质量 n N
好 a N
而且 c N
服务态度 n N
也好 y N
， x N
听 v N
朋友 n N
在 p N
保修期 n N
的 uj N
配件 n N
坏 a N
了 ul N
也 d N
不 d N
推脱 v N
， x N
海马 ns Y
做 v N
轿车 n N
也 d N
好多年 m N
了 ul N
， x N
身边 s N
也 d N
有 v N
买 v N
海马 ns Y
轿车 n N
的 uj N
都 d N
说 v N
不错 a N
， x N
能 v N
配上 v N
一体 n N
导航 v N
就 d N
更 d N
完美 a N
. x N
有钱 v N
了了 v N
买 v N
个 q N
海马M8 x Y
， x N
这 r N
几年 m N
的 uj N
好好 d N
奋斗 v N
的 uj N
， x N
这车 r N
是 v N
本人 r N
的 uj N
处女 n N
车 zg N
呵呵 v N
， x N
先买 v N
个 q N
实用 v N
点 m N
的 uj N
车 n N
吧 y N
， x N
请 v N
有意 v N
买 v N
海马福仕达 x Y
的 uj N
和 c N
本人 r N
交流 n N
， x N
首先 d N
祝 v N
自己 r N
在 p N
2014 m N
年 m N
行大运 n N
， x N
发大财 l N
， x N
祝 v N
各位 r N
汽车 n N
之家 r N
的 uj N
车友 n N
都 d N
发大财 l N
， x N
祝 v N
汽车 n N
之家 r N
越 d N
办 v N
越好 d N
， x N
还有 v N
就是 d N
希望 v N
汽车 n N
之家 r N
能 v N
在 p N
河南 ns N
新乡 ns N
。 x N
。 x N
。 x N
瑞翼 x Y
外形 n N
长 a N
、 x N
宽 a N
、 x N
高 a N
分别 d N
为 p N
4120 m N
mm eng N
、 x N
1700 m N
mm eng N
、 x N
1460 m N
mm eng N
， x N
跟 p N
瑞纳 x Y
就 d N
长度 ns N
不 d N
一样 r N
， x N
2570 m N
mm eng N
的 uj N
轴距 n N
使 v N
瑞翼 x Y
前后 f N
排空 n N
间 f N
感觉 n N
还是 c N
很 zg N
宽裕 a N
的 uj N
， x N
我 r N
175 m N
cm eng N
的 uj N
身高 v N
对 p N
空间 n N
也 d N
还 d N
中规中矩 l N
！ x N
后备箱 n N
也 d N
够 v N
宽敞 a N
， x N
完全 ad N
满足 v N
日常 d N
出行 v N
， x N
有 v N
搁 v N
物板 n N
也 d N
挺 d N
实用 v N
的 uj N
。 x N
油耗 n N
较 d N
低 a N
， x N
这 r N
也 d N
是 v N
我 r N
选择 v N
V5 x Y
的 uj N
其中 r N
一个 m N
理由 n N
， x N
不过 c N
说 v N
回来 v N
， x N
毕竟 d N
发动机 n N
也 d N
只有 c N
1.5 m N
L eng N
的 uj N
排量 n N
， x N
另外 c N
一点 m N
就是 d N
和 c N
整车 n N
的 uj N
轻量化 n N
设计 vn N
有 v N
一定 d N
的 uj N
关系 n N
。 x N
。 x N
。 x N
需要 v N
注明 v N
一下 m N
的 uj N
是 v N
， x N
其实 d N
有些 r N
自主 v N
品牌 n N
是 v N
能够 v N
造 v N
自己 r N
的 uj N
变速箱 n N
的 uj N
， x N
比如 v N
比亚迪 nr Y
， x N
但是 c N
这种 r N
变速箱 n N
是 v N
通过 p N
模仿 v N
研发 j N
出来 v N
的 uj N
， x N
而 c N
盛瑞传动 x Y
的 uj N
8 m N
AT eng N
变速箱 n N
也 d N
不是 c N
咱们 r N
国人 n N
设计 vn N
的 uj N
， x N
而是 c N
德国 ns N
的 uj N
教授 n N
设计 vn N
的 uj N
， x N
都 d N
不是 c N
纯正 d N
意义 n N
上 f N
的 uj N
自主 v N
研发 j N
  x N
。 x N
动力 n N
说实话 l N
不是 c N
太 d N
给 p N
力 n N
， x N
因为 c N
年轻 a N
喜欢 v N
推背 v N
感 v N
， x N
但是 c N
小3 x Y
略 d N
让 v N
我 r N
失望 v N
了 ul N
点 m N
！ x N
不过 c N
一般 a N
家庭 n N
用车 n N
小3 x Y
的 uj N
动力 n N
完全 ad N
足够 v N
了 ul N
！ x N
小3 x Y
虽然 c N
不会 v N
有 v N
强烈 a N
的 uj N
推背 v N
感 v N
， x N
但是 c N
加速 v N
很 zg N
均匀 a N
的 uj N
， x N
不会 v N
像 v N
别的 r N
车 n N
2 m N
, x N
3 m N
挡窜 v N
的 uj N
很快 d N
4 x N
, x N
5 m N
挡 v N
就 d N
完蛋 v N
的 uj N
感觉 n N
， x N
只要 c N
你 r N
坚持 v N
2 x N
500 x N
转换 v N
挡 zg N
， x N
小3 x Y
的 uj N
加速 v N
不管 c N
几档 m N
都 d N
很 d N
给 p N
力 n N
！ x N
。 x N
。 x N
。 x N
我 r N
最先 d N
定 v N
的 uj N
福睿斯 x Y
， x N
那 r N
车 zg N
静音 n N
很 d N
好 a N
， x N
交 v N
了 ul N
定金 n N
后 f N
。 x N
。 x N
。 x N
比 p N
指南者 x Y
强多 v N
了 ul N
， x N
就是 d N
中控 j N
大屏 n N
集成 v N
功能 n N
太 d N
多 m N
， x N
比如 v N
空调 n N
， x N
我 r N
还是 c N
习惯 n N
用 p N
旋钮 n N
调节 vn N
， x N
不 d N
习惯 n N
用 p N
中控 j N
。 x N
细节 n N
做工 v N
提升 v N
很多 m N
。 x N
应该 v N
算是 v N
中规中矩 l N
吧 y N
， x N
感觉 n N
操纵 v N
舒适性 nr N
和 c N
老四 t N
眼比 n N
不了 v N
， x N
指向 n N
不如 c N
老四 t N
眼 n N
准确 a N
， x N
档位 n N
更是 d N
不如 c N
老四 t N
眼 n N
清晰 a N
， x N
尤其 d N
是 v N
倒挡 v N
和 c N
2 m N
档 n N
。 x N
右下 f N
是 v N
倒 v N
挡 v N
有点 n N
不 d N
适应 v N
， x N
开始 v N
时 n N
高速运行 n N
中 f N
有误 vn N
挂 v N
的 uj N
情况 n N
（ x N
当然 d N
挂 v N
不 d N
进去 v N
， x N
但 c N
能 v N
听到 v N
打 v N
齿 n N
） x N
， x N
我 r N
开 v N
的 uj N
最多 a N
的 uj N
是 v N
POLO x Y
和 c N
凯越 x Y
， x N
把 p N
挡 v N
把 p N
按 p N
下 f N
或者 c N
提起 v N
才能 v N
挂进 v N
倒挡 v N
， x N
感觉 n N
还是 c N
这样 r N
的 uj N
设计 vn N
更 d N
实用 v N
经典 n N
， x N
耐看 a N
， x N
比起 v N
某些 r N
所谓 b N
的 uj N
流线形 n N
都 d N
好看 v N
。 x N
普桑 x Y
还是 c N
原厂 n N
的 uj N
好看 v N
， x N
看 v N
了 ul N
那些 r N
改装 v N
改造 v N
的 uj N
觉得 v N
都 d N
没 v N
原厂 n N
的 uj N
好看 v N
。 x N
性价比 n N
比 p N
合资 vn N
那 r N
是 v N
厚道 n N
多 m N
了 ul N
， x N
和 c N
BYD x Y
比 p N
那 r N
是 v N
少 a N
了 ul N
点 m N
电子设备 n N
， x N
不过 c N
这个 r N
价位 n N
来说 u N
， x N
非常 d N
不错 a N
了 ul N
马自达 nrfg Y
的 uj N
操控 v N
很 zg N
舒适 a N
的 uj N
。 x N
硬朗 a N
的 uj N
线条 n N
， x N
霸气 n N
的 uj N
正脸 ad N
， x N
怀挡 v N
很 d N
方便 a N
， x N
完美 a N
的 uj N
隔音 n N
效果 n N
， x N
座椅 n N
的 uj N
舒适度 n N
， x N
简约 d N
大气 n N
的 uj N
内饰 n N
， x N
可 v N
转向 v N
的 uj N
氙气 n N
大灯 n N
， x N
路面 n N
行驶 v N
的 uj N
时候 n N
良好 a N
的 uj N
障碍 n N
过滤 v N
性能 n N
， x N
另外 c N
有人 r N
说 v N
奔驰 v Y
操控 v N
不太好 v N
， x N
反正 d N
我 r N
开 v N
的 uj N
车 n N
不 d N
多 m N
， x N
不过 c N
我 r N
觉得 v N
比起 v N
奥迪Q5 x Y
和 c N
奥迪A6 x Y
分毫不差 i N
， x N
而且 c N
相比 v N
于 p N
奥迪 nz Y
灵活 a N
的 uj N
方向盘 n N
我 r N
个人 n N
更 d N
喜欢 v N
glk x Y
这种 r N
比较 d N
稳 a N
的 uj N
操控 v N
感 v N
当时 t N
看中 v N
的 uj N
是 v N
天津一汽 x N
的 uj N
牌子 n N
， x N
夏利车 nr N
全国 n N
人民 n N
都 d N
知道 v N
皮实 n N
耐用 a N
， x N
维修 v N
便宜 a N
， x N
再有 v N
就是 d N
丰田 nz Y
的 uj N
发动机 n N
， x N
技术 n N
成熟 a N
， x N
维修 v N
方便 a N
外观 n N
很大 a N
气 n N
， x N
前 f N
脸 n N
改成 v N
了 ul N
家族式 n N
的 uj N
前脸 n N
， x N
和 c N
H6 x N
、 x N
H2 x N
的 uj N
风格 n N
统一 vn N
了 ul N
， x N
后 f N
尾灯 n N
做 v N
的 uj N
也 d N
很漂亮 n N
， x N
和 c N
某某 r N
款 n N
的 uj N
车 n N
很 d N
相似 v N
， x N
但是 c N
个人感觉 n N
还是 c N
更 d N
喜欢 v N
C50 x Y
的 uj N
尾灯 n N
， x N
迎宾 nr N
灯 n N
是 v N
亮点 n N
， x N
晚上 t N
打开 v N
车门 n N
以后 f N
， x N
迎宾 nr N
灯亮 n N
起 v N
， x N
回头率 n N
百分之百 m N
， x N
对于 p N
外观 n N
来说 u N
总体 n N
属于 v N
自己 r N
喜欢 v N
的 uj N
。 x N
。 x N
。 x N
实话实说 l N
， x N
首先 d N
还是 c N
受 v N
外观 n N
吸引 v N
， x N
然后 c N
才 d N
深入 v N
去 v N
了解 v N
这 r N
款车 n N
， x N
性能 n N
动力 n N
， x N
安全性 nr N
等等 u N
， x N
经过 p N
综合 vn N
考虑 v N
还是 c N
比较 d N
符合 v N
自己 r N
的 uj N
意愿 n N
， x N
要说 c N
最 d N
满意 v N
， x N
还是 c N
外观 n N
和 c N
安全性 nr N
有一 r N
女 n N
车主 n N
， x N
追 v N
着 uz N
问 v N
我 r N
这 r N
是 v N
什么 r N
车 zg N
， x N
说 v N
屁股 n N
很 zg N
好看 v N
， x N
上档次 b N
， x N
怎么 r N
也 d N
得 ud N
20 m N
万 m N
往 p N
上 f N
， x N
我 r N
告诉 v N
她 r N
是 v N
观致 x Y
！ x N
忽然 d N
觉得 v N
， x N
国家 n N
要求 v N
所有 b N
国产 n N
或 c N
合资 vn N
车 zg N
必须 d N
有中 r N
文字 n N
在 p N
车尾 n N
， x N
但 c N
德国 ns N
人 n N
设计 vn N
时 ng N
把 p N
字体 n N
放在 v N
了 ul N
电镀 n N
条上 n N
， x N
不 d N
注意 v N
几乎 d N
不见 v N
， x N
保持 v N
完整性 n N
， x N
还是 c N
用心良苦 l N
！ x N
说 v N
说 v N
优点 n N
中庸 nrt N
的 uj N
感觉 n N
我 r N
喜欢 v N
、 x N
宽大 a N
、 x N
沉稳 a N
、 x N
气派 n N
， x N
德系 x N
设计 vn N
感 v N
表现 v N
很 d N
强 a N
安全 an N
标准 n N
高 a N
、 x N
测试 vn N
ES x N
P x N
功能 n N
很 d N
好 a N
， x N
全系 n N
马牌 n N
轮胎 n N
、 x N
尾灯 n N
有 v N
豪车 n N
范 n N
内饰 n N
规整 vn N
、 x N
做工 v N
精致 a N
， x N
非 h N
硬 n N
塑料 n N
材质 n N
底盘 n N
扎实 a N
、 x N
沉稳 a N
、 x N
有 v N
一定 d N
的 uj N
韧性 n N
7 x N
月份 n N
， x N
上汽大众 x Y
旗下 n N
大 a N
众 ng N
品牌 n N
销量 n N
达 v N
109314 m N
辆 m N
， x N
同比 j N
激增 v N
28.9 m N
% x N
， x N
而 c N
一汽 j N
- x N
大 a N
众 ng N
旗下 n N
大 a N
众 ng N
品牌 n N
销量 n N
为 p N
91 m N
, x N
406 m N
辆 m N
， x N
同比 j N
大 a N
涨 v N
35.5 m N
% x N
。 x N
前 f N
7 m N
个 m N
月 m N
， x N
上汽大众 x Y
旗下 n N
大 a N
众 ng N
品牌 n N
销量 n N
达 v N
926 m N
, x N
138 m N
辆 m N
， x N
较 zg N
去年同期 n N
的 uj N
886 m N
, x N
249 m N
辆 m N
， x N
同比 j N
增长 v N
4.5 m N
% x N
， x N
而 c N
一汽 j N
- x N
大 a N
众 ng N
旗下 n N
大 a N
众 ng N
品牌 n N
销量 n N
为 p N
713 m N
, x N
535 m N
辆 m N
， x N
较 zg N
去年同期 n N
的 uj N
632 m N
, x N
043 m N
辆 m N
同比 j N
增长 v N
12.9 m N
% x N
。 x N
与此同时 c N
， x N
新一代 t N
晶锐 x Y
的 uj N
油耗 n N
也 d N
有所 n N
降低 v N
， x N
燃油 n N
经济性 n N
提升 v N
约 d N
13 m N
% x N
。 x N
海外 s N
媒体 n N
日前 t N
发现 v N
一辆 m N
大众途观 x Y
长轴距 nz N
版 n N
原型车 n N
在 p N
德国 ns N
测试 vn N
， x N
该车 r N
预计 vn N
今年 t N
晚些时候 t N
全球 n N
首 m N
秀 ag N
。 x N
但是 c N
途安 x Y
这个 r N
1.4 m N
T eng N
实际 n N
驾驶 v N
感受 v N
要 v N
比 p N
想象 n N
中 f N
的 uj N
强 a N
很多 m N
。 x N
汽车 n N
界 n N
新闻 n N
— x N
— x N
拓展 v N
产品线 n N
斯柯达 nr Y
2016 m N
年前 t N
将 d N
推 v N
两款 m N
SUV eng N
但 c N
和 c N
以往 t N
的 uj N
大众 n Y
紧凑 a N
级车 n N
相比 v N
， x N
调校 n N
水平 n N
、 x N
底盘 n N
高级 b N
感 vg N
都 d N
确实 ad N
强 a N
了 ul N
不少 d N
。 x N
斯柯达昕动 x Y
年轻 a N
且 zg N
运动 vn N
  x N
动力 n N
表现 v N
很 zg N
出色 v N
昕动 x Y
十分 m N
成功 a N
地 uv N
从 p N
一台 m N
中规中矩 l N
的 uj N
三厢车 nz N
， x N
进化 v N
为 p N
年轻 a N
且 zg N
富有 v N
运动 vn N
的 uj N
两厢车 l N
。 x N
迈腾 x Y
： x N
李刚 nr N
之 u N
子 ng N
( x N
三线 m N
城市 ns N
的 uj N
官 n N
二代 t N
) x N
。 x N
科帕奇 x Y
： x N
刘大 nr N
脑袋 n N
。 x N
帝豪 x Y
： x N
职场 n N
新人 n N
。 x N
茶哥 n N
点评 v N
： x N
捷达 nz Y
可以 c N
说 v N
是 v N
10 m N
万 m N
以下 f N
销量 n N
最好 a N
的 uj N
合资 vn N
紧凑 a N
车 n N
了 ul N
， x N
它 r N
的 uj N
特点 n N
跟 p N
桑塔纳 nr Y
没有 v N
什么 r N
区别 n N
， x N
但 c N
在 p N
整体 n N
的 uj N
性价比 n N
以及 c N
产品 n N
口碑 n N
上面 f N
， x N
它 r N
表现 v N
比 p N
桑塔纳 nr Y
更好 d N
， x N
所以 c N
销量 n N
也 d N
算是 v N
一直 d N
压 v N
着 uz N
桑塔纳 nr Y
。 x N
德国 ns N
一贯 m N
是 v N
斯柯达 nr Y
的 uj N
第二 m N
大 a N
单一 b N
市场 n N
， x N
7 m N
月 m N
该 r N
品牌 n N
销量 n N
同比 j N
下滑 v N
了 ul N
19.7 m N
% x N
至 p N
10 m N
, x N
500 x N
辆 m N
。 x N
茶哥 n N
点评 v N
： x N
全新 d N
英朗 x Y
推出 v N
后 f N
， x N
较 d N
老 a N
款 n N
英朗 x Y
颜值 n N
更 d N
高 a N
、 x N
做工 v N
更好 d N
， x N
配置 v N
也 d N
更 d N
丰富 a N
、 x N
性价比 n N
更 d N
高 a N
， x N
自然 d N
受到 v N
不少 d N
人 n N
的 uj N
关注 v N
， x N
而 c N
对于 p N
一些 m N
不想 v N
买 v N
日系车 x N
， x N
又 d N
不 d N
喜欢 v N
大众 n N
的 uj N
人 n N
来说 u N
， x N
它 r N
绝对 d N
是 v N
一个 m N
很好 a N
的 uj N
选择 v N
。 x N
作为 v N
大 a N
众 ng N
品牌 n N
国产 n N
的 uj N
第一辆 m N
C级 x N
车 zg N
， x N
既然 c N
拿来 v N
ABB x N
做 v N
“ x N
绿叶 n N
” x N
， x N
Bobby eng N
酱 n N
整理 n N
了 ul N
一份 m N
车身 n N
尺寸 n N
的 uj N
表格 n N
来 v N
做 v N
