都 d N
满意 v N
， x N
可惜 v N
表哥 n N
提 v N
了 ul N
一台 m N
。 x N
以后 f N
看到 v N
楼兰 ns Y
感觉 n N
挺不错 i N
的 uj N
， x N
就 d N
果断 d N
提车 v N
做工 v N
不好 d N
， x N
广汽三菱 x Y
可能 v N
用 p N
的 uj N
长丰 ns N
的 uj N
生产线 n N
， x N
流水 n N
工人 n N
都 d N
没换 v N
， x N
把 p N
长丰 ns N
的 uj N
工艺 n N
带到 v N
了 ul N
劲炫 x Y
身上 s N
， x N
接缝 v N
很大 a N
且 c N
不 d N
均匀 a N
。 x N
作为 v N
一台 m N
越野车 nt N
， x N
后备箱 n N
还 d N
不如 c N
两厢 n N
轿车 n N
大 a N
， x N
确实 ad N
是 v N
有点 n N
不 d N
合格 n N
， x N
且 c N
不 d N
规整 vn N
。 x N
后排 vn N
座椅 n N
过于 v N
平直 a N
， x N
短途 b N
乘坐 v N
没有 v N
问题 n N
， x N
但是 c N
跑 v N
长途 d N
肯定 v N
真心 d N
累 a N
。 x N
横滨 ns N
轮胎 n N
胎噪大 nz N
， x N
轮胎 n N
硬 a N
。 x N
悬挂 v N
偏 d N
硬 a N
， x N
这点 mq N
不如 c N
逍客 x Y
， x N
过个 t N
沟沟坎坎 n N
的 uj N
屁股 n N
疼 v N
。 x N
指 n N
哪儿 r N
打 v N
哪儿 r N
， x N
操控 v N
一流 n N
！ x N
BMW x Y
的 uj N
驾驶 v N
乐趣 a N
， x N
谁 r N
用 p N
谁 r N
知道 v N
。 x N
刚 d N
开始 v N
觉得 v N
减震 v N
好 a N
硬 a N
， x N
颠 v N
的 uj N
要死 v N
， x N
后来 t N
找到 v N
原因 n N
， x N
胎压 n N
调到 v N
秀尔 x Y
的 uj N
标准 n N
2.3 m N
就 d N
好 a N
了 ul N
很多 m N
， x N
也 d N
慢慢 d N
认识 v N
到 v N
秀尔 x Y
这种 r N
减震 v N
的 uj N
硬 a N
也 d N
是 v N
有 v N
好处 d N
的 uj N
， x N
过 ug N
坑 n N
啊 y N
什么 r N
的 uj N
它 r N
能 v N
挺住 v N
， x N
不想 v N
有 v N
的 uj N
车 n N
一 m N
颠 v N
感觉 n N
避震 n N
到底 d N
了 ul N
一样 r N
， x N
还有 v N
开 v N
高速 d N
中短途 b N
很 zg N
舒服 a N
。 x N
所以 c N
这 r N
不 d N
满意 v N
的 uj N
一点 m N
， x N
现在 t N
也 d N
不 d N
存在 v N
了 ul N
。 x N
作为 v N
一个 m N
为 p N
生活 vn N
奔波 v N
的 uj N
80 m N
后 t N
， x N
靠 v N
自己 r N
努力 ad N
， x N
儿时 t N
一直 d N
弱 a N
弱 a N
的 uj N
想 v N
拥有 v N
一台 m N
自己 r N
的 uj N
小车 n N
， x N
在 p N
雨 n N
中 f N
慢慢 d N
的 uj N
旅行 vn N
， x N
终于 d N
12 m N
年 m N
宝宝 nr N
出生 v N
， x N
他 r N
爹 n N
有 v N
了 ul N
一个 m N
冠冕堂皇 i N
的 uj N
借口 n N
， x N
有 v N
了 ul N
买 v N
一台 m N
车 n N
的 uj N
打算 v N
由于 c N
钱包 n N
羞涩 a N
， x N
只能 v N
考虑 v N
国产 n N
， x N
比较 d N
相 v N
中 f N
比亚迪f3 x Y
， x N
裸 ag N
车 n N
4.5 m N
万 m N
， x N
空间 n N
不错 a N
， x N
外形 n N
不错 a N
， x N
做工 v N
一般 a N
， x N
还 d N
可以 c N
接受 v N
， x N
就 d N
有 v N
要买 v N
的 uj N
打算 v N
。 x N
我 r N
感觉 n N
动力 n N
挺 d N
好 a N
， x N
毕竟 d N
是 v N
1.6 m N
的么 d N
， x N
你 r N
不能 v N
和 c N
她 r N
拿 v N
2.0 m N
  x N
2.4 m N
  x N
  x N
3.0 m N
  x N
5.7 m N
的 uj N
作 n N
比较 d N
吧 y N
， x N
秀尔 x Y
超车 v N
加速 v N
舍得 v N
给 p N
点 m N
油 n N
， x N
还是 c N
非常 d N
利索 n N
的 uj N
， x N
爬坡 n N
1 m N
挡 v N
大油 n N
也 d N
是 v N
杠杠 n N
的 uj N
操控 v N
还是 c N
我 r N
比较满意 l N
的 uj N
一点 m N
， x N
我 r N
是 v N
一个 m N
新手 n N
司机 n N
， x N
所以 c N
其他 r N
的 uj N
我 r N
也 d N
感觉 n N
不 d N
出来 v N
， x N
但是 c N
我 r N
感觉 n N
转弯 v N
的 uj N
时候 n N
很 zg N
舒服 a N
， x N
虽然 c N
还 d N
不如 c N
马6 x Y
那样 r N
操控 v N
完美 a N
的 uj N
车 n N
， x N
但是 c N
GA3 x Y
在 p N
同价位 n N
的 uj N
车里 s N
操控 v N
绝对 d N
是 v N
最好 a N
的 uj N
， x N
比 p N
什么 r N
老 a N
捷达 nz Y
啊 zg N
， x N
桑塔纳 nr Y
啊 zg N
， x N
长城M4 x Y
啥 r N
的 uj N
是 v N
强 a N
太 d N
多 m N
了 ul N
， x N
所以 c N
在 p N
GA3 x Y
操控 v N
这 r N
一项 m N
里面 f N
我 r N
给出 v N
的 uj N
是 v N
5 m N
分 q N
的 uj N
满分 d N
成绩 n N
。 x N
空间 n N
的 uj N
表现 v N
， x N
我 r N
基本 n N
是 v N
满意 v N
的 uj N
， x N
在 p N
同级 b N
同价位 n N
车里 s N
目前 t N
貌似 v N
只有 c N
艾瑞泽 x Y
的 uj N
空间 n N
比 p N
GA3 x Y
好了吧 l N
（ x N
比 p N
同事 n N
的 uj N
宝 n N
来 v N
空间 n N
大 a N
） x N
， x N
而且 c N
艾瑞泽 x Y
还 d N
很贵 a N
。 x N
剩下 v N
A eng N
级 q N
车里 s N
就是 d N
C4L x Y
、 x N
408 x N
、 x N
英朗 x Y
、 x N
速腾 x Y
这个 r N
价位 n N
的 uj N
车比 j N
GA3 x Y
好 a N
了 ul N
， x N
但是 c N
都 d N
不 d N
便宜 a N
啊 zg N
。 x N
这个 r N
车 zg N
后排 vn N
坐 v N
3 m N
个人 n N
不会 v N
很 zg N
拥挤 v N
（ x N
只要 c N
3 x N
个人 n N
别 d N
都 d N
是 v N
胖子 n N
） x N
很 zg N
满意 v N
了 ul N
， x N
这 r N
也 d N
是 v N
该车 r N
最大 a N
的 uj N
卖点 n N
了 ul N
， x N
虽然 c N
比不上 l N
马自达6 x Y
， x N
但是 c N
要 v N
比 p N
。 x N
。 x N
。 x N
配置 v N
方面 n N
有 v N
一些 m N
不合理 n N
， x N
第一 m N
让 v N
我 r N
很 d N
不 d N
满意 v N
的 uj N
就是 d N
大灯 n N
看起来 v N
很 zg N
廉价 n N
， x N
搞不懂 l N
东标 x Y
是 v N
怎么 r N
想 v N
的 uj N
， x N
另外 c N
在 p N
使用 v N
过程 n N
中 f N
会 v N
出现 v N
异响 n N
， x N
有时候 l N
这里 r N
响 zg N
几天 m N
， x N
那边 r N
又 d N
开始 v N
响 v N
了 ul N
， x N
对于 p N
这点 mq N
， x N
长期 d N
下来 t N
真的 d N
很 d N
让 v N
人 n N
受不了 l N
。 x N
1 x N
、 x N
长安逸动 x Y
： x N
外形 n N
就是 d N
不 d N
喜欢 v N
， x N
听说 v N
机油 n N
乳化 n N
， x N
PASS eng N
， x N
爱妻 n N
胜出 v N
。 x N
方向盘 n N
感觉 n N
很 zg N
厚重 a N
， x N
有点 n N
宝马E90 x Y
的 uj N
味道 n N
（ x N
去年 t N
参加 v N
过 ug N
宝马3 x N
行动 vn N
， x N
各种 r N
宝马车 nr N
都 d N
开过 v N
） x N
， x N
都 d N
说 v N
地盘 n N
硬 a N
， x N
我 r N
是 v N
没开 v N
过 ug N
什么 r N
软 a N
地盘 n N
的 uj N
车 n N
， x N
没 d N
啥 r N
感觉 n N
， x N
反正 d N
是 v N
没 d N
我 r N
之前 f N
开 v N
的 uj N
是 v N
哈佛H3 x Y
硬 a N
， x N
那车 r N
才 d N
真 d N
叫 v N
硬 a N
  x N
呵呵 v N
。 x N
过弯爽 i N
啊 y N
60 m N
km eng N
/ x N
h x N
  x N
没 d N
侧 v N
倾 v N
啊 y N
。 x N
以前 f N
一直 d N
是 v N
开 v N
手动 n N
车 zg N
， x N
感觉 n N
这款 r N
爱信 a N
的 uj N
AT eng N
变速箱 n N
不是 c N
很 zg N
聪明 a N
， x N
档位 n N
控制 v N
不 d N
太 d N
趁 v N
我心 n N
， x N
我 r N
经常 d N
是 v N
手动 n N
模式 n N
去 v N
开 v N
， x N
有点 n N
浪费 n N
自动挡 i N
的 uj N
优势 n N
吧 y N
  x N
哈哈 o N
。 x N
换挡 v N
的 uj N
平顺 nr N
性 n N
没 d N
的说 u N
。 x N
C2 x Y
给 p N
我 r N
的 uj N
感觉 n N
就是 d N
主要 b N
照顾 v N
了 ul N
前排 v N
， x N
坐在 v N
里面 f N
一点 m N
没有 v N
小型车 n N
的 uj N
感觉 n N
， x N
还是 c N
挺 d N
宽敞 a N
的 uj N
， x N
但后 c N
排空 n N
间 f N
就 d N
比较 d N
狭小 b N
了 ul N
， x N
乘坐 v N
也 d N
比较 d N
局促 v N
。 x N
1.4 m N
的 uj N
发动机 n N
拉 v N
C2 x Y
还是 c N
可以 c N
的 uj N
。 x N
1 m N
档 n N
起步 d N
时 ng N
很 d N
肉 n N
， x N
可能 v N
是 v N
1 m N
档齿 n N
比 p N
过 ug N
大 a N
的 uj N
缘故 n N
， x N
怠 ag N
速 ng N
下车 v N
像是 v N
在 p N
“ x N
爬 v N
” x N
， x N
要是 c N
深 a N
踩 v N
脚 n N
油门 n N
提高 v N
转速 v N
， x N
又会有 l N
往前 t N
猛 d N
蹿 v N
的 uj N
感觉 n N
。 x N
操控 v N
感 vg N
很 d N
强 a N
。 x N
方向盘 n N
指向 n N
精准 n N
， x N
底盘 n N
扎实 a N
、 x N
紧绷 z N
， x N
减震器 n N
调教 nz N
略偏 d N
硬 a N
， x N
路感 n N
很 d N
好 a N
， x N
这 r N
也 d N
是 v N
C2 x Y
最 d N
让 v N
我 r N
满意 v N
的 uj N
一点 m N
。 x N
都 d N
说 v N
PSA x Y
的 uj N
底盘 n N
技术 n N
世界 n N
一流 n N
， x N
这 r N
还 d N
真 d N
不是 c N
盖 v N
的 uj N
。 x N
整车 n N
感觉 n N
就是 d N
很 zg N
紧绷 z N
、 x N
很 zg N
协调 v N
， x N
再 d N
加上 v N
C2 x Y
的 uj N
小 n N
身量 n N
， x N
操控 v N
的 uj N
感觉 n N
还是 c N
很 d N
好 a N
滴 v N
。 x N
过 ug N
一些 m N
小 a N
的 uj N
坑坑洼洼 l N
的 uj N
路 n N
时 ng N
， x N
C2 x Y
减震器 n N
过滤 v N
的 uj N
还是 c N
很 zg N
到位 v N
的 uj N
， x N
185 m N
的 uj N
轮胎 n N
也 d N
能 v N
给 p N
车身 n N
很好 a N
的 uj N
支撑 v N
， x N
坐在 v N
车里 s N
并 c N
不会 v N
感觉 n N
到 v N
明显 a N
的 uj N
颠簸 v N
， x N
只有 c N
车轮 n N
“ x N
嘣 o N
嘣 o N
嘣 o N
” x N
的 uj N
弹跳 v N
声 n N
。 x N
后轮 n N
的 uj N
半 m N
独立 v N
悬挂 v N
性能 n N
也 d N
比较 d N
强悍 a N
， x N
偶尔 d N
或 c N
紧急情况 l N
来 v N
个 q N
变道 v N
急 v N
打 v N
方向 n N
， x N
它 r N
会 v N
给 p N
你 r N
很大 a N
的 uj N
自信 v N
。 x N
要说 c N
有 v N
不 d N
完美 a N
的 uj N
一点 m N
， x N
就是 d N
雪铁龙 nz N
车 n N
的 uj N
。 x N
。 x N
。 x N
在 p N
选车 n N
的 uj N
时候 n N
分别 d N
看 v N
了 ul N
gla x Y
， x N
x1 x Y
。 x N
gla x Y
说实话 l N
后排 vn N
有点 n N
小 a N
， x N
x1 x Y
新款 n N
还 d N
未上市 v N
， x N
没有 v N
1.5 m N
t eng N
的 uj N
  x N
  x N
为了 p N
省 n N
购置税 n N
  x N
， x N
二系 x Y
空间 n N
又 d N
大 a N
。 x N
不二 m N
选择 v N
这 r N
是 v N
一款 m N
宝马 nr N
入门级 l N
的 uj N
旅行车 n N
， x N
但 c N
有些 r N
配置 v N
被 p N
省去 v N
了实不 l N
应该 v N
， x N
如 v N
电动 n N
折叠 v N
后视镜 n N
、 x N
内外 s N
防眩目 i N
后视 n N
， x N
这些 r N
在 p N
20 m N
万 m N
级别 n N
的 uj N
车 n N
中 f N
都 d N
已经 d N
是 v N
标配 vn N
了 ul N
。 x N
满意 v N
的 uj N
配置 v N
有 v N
： x N
运动 vn N
方向盘 n N
、 x N
电动 n N
后备箱 n N
特别 d N
是 v N
后备箱 n N
玻璃 n N
可 v N
单独 d N
开启 v N
、 x N
全景 n N
天窗 n N
， x N
这 r N
是 v N
520i x Y
进口车 n N
中旅 j N
。 x N
。 x N
。 x N
完美 a N
的 uj N
操控性 n N
， x N
底盘 n N
调教 nz N
很 d N
好 a N
， x N
指向 n N
明显 a N
， x N
操作 v N
度 q N
很 d N
高 a N
。 x N
城市 ns N
里面 f N
小转弯 n N
， x N
小 a N
掉头 v N
就 d N
不 d N
说 v N
了 ul N
， x N
一把 m N
方 n N
向 p N
拿下 v N
。 x N
高速 d N
上 f N
也 d N
没 v N
问题 n N
， x N
C2 x Y
整体 n N
悬挂 v N
偏 d N
硬 a N
， x N
比较 d N
适合 v N
过 ug N
弯 v N
。 x N
两厢 n N
小车 n N
里面 f N
算 v N
不错 a N
的 uj N
， x N
比 p N
POLO x Y
， x N
晶锐 x Y
要 v N
大 a N
一些 m N
， x N
驾驶舱 n N
空间 n N
丰富 a N
， x N
后备箱 n N
也 d N
很 d N
能 v N
装 n N
。 x N
比起 v N
平顶 n N
车 zg N
， x N
流线型 b N
的 uj N
C2 x Y
前排 v N
座椅 n N
头顶 n N
稍低 v N
， x N
后排 vn N
也 d N
比较 d N
低 a N
， x N
个子 n N
180 m N
以上 f N
的 uj N
可能 v N
会 v N
感到 v N
有点 n N
压抑 v N
. m N
不 c N
追求 v N
舒适 a N
的话 u N
， x N
前后 f N
动动 n N
座椅 n N
， x N
我 r N
觉得 v N
可以 c N
找到 v N
都 d N
能 v N
接受 v N
平衡点 n N
。 x N
作为 v N
我 r N
个人 n N
来讲 v N
， x N
小家庭 nr N
用 p N
空间 n N
也 d N
够用 v N
。 x N
城市 ns N
路面 n N
， x N
由于 c N
高转速 d N
发动机 n N
需要 v N
转速 v N
上来 t N
才能 v N
发挥 v N
效果 n N
的 uj N
原因 n N
， x N
很多 m N
人 n N
感觉 n N
动力 n N
稍 d N
显 v N
不足 a N
， x N
但 c N
我 r N
个人感觉 n N
， x N
动力 n N
够用 v N
， x N
但是 c N
要 v N
转速 v N
上 ns N
2 m N
500 x N
转才 t N
行 n N
。 x N
这个 r N
价格 n N
， x N
C2 x Y
的 uj N
动力 n N
算 v N
充沛 a N
的 uj N
。 x N
选车 n N
的 uj N
时候 n N
就 d N
比较 d N
关注 v N
这 r N
一点 m N
， x N
因为 c N
家人 n N
对 p N
空间 n N
的 uj N
要求 v N
也 d N
不 d N
低 a N
， x N
叮咛 v N
着要 a N
坐下 v N
5 m N
人 n N
不 d N
拥挤 v N
的 uj N
原则 n N
。 x N
最后 f N
果断 d N
敲定 v N
大 a N
宝 nr N
， x N
前排 v N
调整 vn N
好 a N
之后 f N
， x N
后排 vn N
的 uj N
乘客 n N
还有 v N
3 m N
拳 n N
的 uj N
腿部 n N
空间 n N
， x N
头顶 n N
还有 v N
2 m N
拳 n N
的 uj N
空间 n N
， x N
表现 v N
的 uj N
很 a N
不错 a N
。 x N
本人 r N
的 uj N
大宝 n Y
刚刚 d N
800 m N
公里 q N
， x N
还 d N
在 p N
磨合期 n N
内 n N
游走 v N
， x N
鉴于 p N
新 a N
车上 s N
路 n N
， x N
动力 n N
或多或少 d N
会 v N
受 v N
点 q N
影响 vn N
， x N
不过 c N
大体 n N
表现 v N
可以 c N
接受 v N
， x N
毕竟 d N
动力 n N
和 c N
驾驶员 n N
的 uj N
舍不 i N
舍得 v N
给 p N
油 n N
有 v N
关系 n N
。 x N
比亚迪F0 x Y
的 uj N
底盘 n N
离 v N
地面 n N
的 uj N
距离 n N
太 d N
低 a N
， x N
尤其 d N
是 v N
2008 x N
~ x N
2009 m N
年款 n N
的 uj N
车 n N
， x N
比 p N
之后 f N
产 v N
的 uj N
还要 c N
低 a N
5 m N
公分 n N
左右 m N
， x N
这 r N
就 d N
使 v N
其 r N
通过 p N
性 n N
没有 v N
同 p N
级别 n N
车中 s N
的 uj N
其他 r N
车 n N
有 v N
优势 n N
了 ul N
。 x N
在 p N
你 r N
的 uj N
不经意 l N
间有 b N
可能 v N
就 d N
会 v N
碰 v N
擦 v N
到 v N
底盘 n N
。 x N
所以 c N
过 ug N
颠簸 v N
路面 n N
时 n N
不得不 d N
减速慢行 n N
， x N
如果 c N
能够 v N
将 d N
底盘 n N
升高 v N
10 m N
公分 n N
左右 m N
那 r N
F0 x N
将 d N
会 v N
更加 d N
出色 v N
更加 d N
完美 a N
。 x N
起步 d N
动力 n N
比较 d N
强劲 a N
， x N
推 v N
背感 n N
较 d N
强 a N
， x N
我 r N
开惯 v N
单位 n N
车子 n N
， x N
养成 v N
了 ul N
大脚 n N
油门 n N
的 uj N
习惯 n N
改不掉 v N
， x N
所以 c N
自己 r N
车子 n N
油门 n N
才 d N
踩 v N
的 uj N
较狠 a N
， x N
比 p N
我 r N
试 v N
驾 v N
过 ug N
的 uj N
君越 x Y
起步 d N
强 a N
好多 m N
。 x N
后程 n N
稍差 v N
， x N
上 ns N
100 m N
码 n N
之后 f N
要 v N
超车 v N
， x N
需要 v N
深 a N
踩油门 n N
， x N
强制 v N
降档 v N
， x N
上 f N
350 x N
0 m N
转 v N
以后 f N
才 d N
有 v N
较 d N
明显 a N
的 uj N
动力 n N
输出 v N
。 x N
4 x N
、 x N
合资 vn N
同价位 n N
8 x N
万左右 m N
: x N
德系 x N
  x N
新 a N
捷达 nz Y
， x N
桑塔纳 nr Y
。 x N
我 r N
不是 c N
专业 n N
玩车 n N
的 uj N
， x N
但是 c N
对 p N
我 r N
这个 r N
十年 m N
的 uj N
老 n N
司机 n N
， x N
开 v N
过 ug N
各类 r N
轿车 n N
， x N
包括 v N
几款 m N
跑车 n N
， x N
至少 d N
在 p N
我 r N
这样 r N
一个 m N
业余 n N
的 uj N
人 n N
看起来 v N
， x N
ATSL x Y
的 uj N
操纵 v N
， x N
不 d N
比 p N
卡曼 nrt Y
差 a N
， x N
我 r N
就是 d N
喜欢 v N
重 a N
的 uj N
方向盘 n N
， x N
哈哈哈 o N
！ x N
指 v N
哪 r N
打 v N
哪 r N
， x N
没有 v N
多余 m N
， x N
又 d N
不用 v N
担心 v N
如 v N
奥迪 nz Y
那样 r N
， x N
手 n N
微动 vn N
一下 m N
， x N
方向 n N
就 d N
跑 v N
的 uj N
尴尬 a N
， x N
没得说 l N
， x N
非常 d N
满意 v N
！ x N
操控 v N
好 a N
， x N
方向盘 n N
指 v N
哪 r N
打 v N
哪 r N
， x N
视野 n N
好 a N
。 x N
还是 c N
那句话 c N
比 p N
我 r N
以前 f N
的 uj N
奇瑞 nz Y
强 a N
油耗 n N
还行 v N
吧 y N
我 r N
现在 t N
开 v N
百公里 m N
就是 d N
14 m N
个油 n N
左右 m N
比 p N
我 r N
的 uj N
奇瑞 nz Y
费 v N
啊 y N
空间 n N
没的说 l N
， x N
艾瑞泽7 x Y
最 d N
突出 v N
的 uj N
优势 n N
就是 d N
空间 n N
， x N
当初 t N
看中 v N
艾瑞泽7 x Y
并 c N
不是 c N
其 r N
获得 v N
多少 m N
奖项 n N
、 x N
也 d N
不是 c N
其 r N
是 v N
奇瑞 nz N
“ x N
吹牛 n N
” x N
匠心 n N
精神 n N
全力 n N
退出 v N
的 uj N
产品 n N
、 x N
亦 d N
不是 c N
车子 n N
外形 n N
多拉 nrt N
风 n N
耐看 a N
。 x N
只是 c N
看中 v N
了 ul N
其 r N
1825 m N
mm eng N
的 uj N
宽度 n N
。 x N
非常简单 z N
的 uj N
理由 n N
！ x N
操控 v N
来说 u N
并 c N
没有 v N
达到 v N
厂家 n N
宣传 vn N
的 uj N
地步 n N
， x N
记得 v N
做 v N
过 ug N
同事 n N
的 uj N
老 n N
英朗 x Y
， x N
那 r N
方向盘 n N
高速 d N
上 f N
的 uj N
反应 vn N
， x N
真的 d N
是 v N
非常 d N
爽快 a N
的 uj N
！ x N
可是 c N
艾瑞泽7 x Y
高速 d N
上 f N
的 uj N
操控 v N
反应 vn N
并 c N
不 d N
感觉 n N
到 v N
多 m N
惊喜 a N
， x N
但是 c N
优点 n N
也 d N
是 v N
有 v N
的 uj N
， x N
就是 d N
高速 d N
很 zg N
稳当 a N
， x N
1.3 m N
吨 m N
的 uj N
重量 n N
在 p N
哪里 r N
！ x N
就 d N
像 v N
胖子 n N
是 v N
很稳 a N
的 uj N
。 x N
个人 n N
认为 v N
选择 v N
宝马 nr Y
就是 d N
冲着 p N
她 r N
无与伦比 i N
的 uj N
操控性 n N
来 v N
的 uj N
， x N
如果 c N
为了 p N
大 a N
空间 n N
牺牲 v N
掉 zg N
操控 v N
把 p N
她 r N
完美 a N
的 uj N
尺寸 n N
加长 v N
就 d N
真的 d N
有点 n N
那啥 r N
的 uj N
感觉 n N
了 ul N
， x N
所以 c N
为了 p N
操控 v N
， x N
为了 p N
不 d N
看见 v N
华晨 nz N
那俩 r N
字 n N
， x N
坚决 ad N
不选 v N
长轴 n N
！ x N
法 j N
系 v N
  x N
爱丽舍 nr Y
， x N
标志301 x Y
。 x N
不 d N
懂 v N
我 r N
朝 p N
为啥 r N
把 p N
好端端 z N
一辆车 n N
都 d N
给 p N
改成 v N
加长 v N
的 uj N
， x N
我 r N
朋友 n N
的 uj N
长轴 n N
我 r N
开过 v N
， x N
呃 y N
， x N
那 r N
做工 v N
， x N
那 r N
用料 n N
， x N
那 r N
开门 v N
的 uj N
味道 n N
， x N
不 d N
解释 v N
， x N
反正 d N
白 a N
给 p N
我 r N
也 d N
不要 df N
！ x N
不过 c N
确实 ad N
舒适度 n N
比 p N
进口 vn N
的 uj N
好 a N
， x N
但 c N
要是 c N
追求 v N
舒适 a N
的话 u N
还是 c N
上 f N
奥迪 nz Y
和 c N
奔驰 v Y
吧 y N
....... m N
横向 v N
空间 n N
: x N
车体 n N
比较 d N
宽 a N
, x N
和 c N
汉兰达 x Y
的 uj N
横向 v N
空间 n N
基本一致 d N
, x N
从 p N
前排 v N
主驾 n N
/ x N
副 b N
驾 n N
之间 f N
的 uj N
扶手 v N
进行 v N
的 uj N
主观 n N
比较 d N
基本一致 d N
. x N
外观 n N
， x N
现在 t N
路上 s N
还 d N
少 a N
， x N
X6 x Y
审美疲劳 i N
不想 v N
买 v N
X6 x Y
审美疲劳 i N
跟 p N
家人 n N
看过 v N
宝骏560 x Y
  x N
  x N
众泰T600 x Y
  x N
  x N
但是 c N
还是 c N
觉得 v N
X55 x Y
性价比 n N
高 a N
  x N
好 a N
很多 m N
  x N
  x N
好看 v N
不是 c N
一般 a N
的 uj N
大 n N
， x N
总之 c N
我 r N
觉得 v N
应该 v N
是 v N
这个 r N
价位 n N
里面 f N
最大 a N
的 uj N
了 ul N
， x N
我 r N
同事 n N
是 v N
新 a N
福克斯 nr Y
， x N
坐 v N
我 r N
后排 vn N
时 n N
非常 d N
惊讶 a N
， x N
居然 d N
轴距 n N
比新 d N
福克斯 nr Y
短 a N
， x N
空间 n N
却 d N
比新 d N
福克斯 nr Y
的 uj N
大 n N
， x N
而且 c N
后备箱 n N
空间 n N
也 d N
特别 d N
大 a N
， x N
以后 f N
会 v N
老家 n N
可以 c N
拉 v N
好多 m N
蔬菜 n N
过来 t N
了 ul N
， x N
呵呵 v N
性感 n N
前 f N
脸 n N
， x N
其实 d N
新款 n N
不用 v N
改变 v N
前 f N
脸 n N
造型 n N
， x N
只 d N
需 v N
把示 v N
宽 a N
灯 n N
模仿 v N
新款 n N
凯美瑞 nr Y
改成 v N
LED eng N
日 m N
行灯 n N
就 d N
好 a N
。 x N
走 v N
颠簸 v N
路面 n N
时 n N
， x N
感觉 n N
是 v N
车门 n N
摩擦 vn N
发生 v N
的 uj N
异响 vn N
， x N
好像 v N
是 v N
车身 n N
刚性 n N
不足 a N
造成 v N
的 uj N
。 x N
还有 v N
小博 x Y
的 uj N
噪音 n N
还是 c N
挺大 a N
的 uj N
， x N
这 r N
包括 v N
发动机 n N
和 c N
排气 n N
， x N
这 r N
有 v N
可能 v N
是 v N
隔音 n N
做 v N
的 uj N
不够 v N
好 a N
。 x N
翼搏 x Y
的 uj N
前后 f N
乘坐 v N
空间 n N
是 v N
这个 r N
级别 n N
里 f N
比较突出 n N
的 uj N
， x N
横向 v N
空间 n N
略逊一筹 l N
。 x N
后备箱 n N
空间 n N
确实 ad N
有点 n N
给 p N
空间 n N
减分 v N
， x N
尤其 d N
是 v N
纵向 v N
。 x N
后排 vn N
座椅 n N
不能 v N
放平 nrfg N
， x N
的确 d N
给 p N
使用 v N
空间 n N
减分 v N
。 x N
动力 n N
相比 v N
之前 f N
开 v N
的 uj N
K5 x Y
动力 n N
好 a N
很多 m N
， x N
完全 ad N
够用 v N
， x N
就是 d N
起步 d N
没有 v N
涡轮 n N
增压 v N
那种 r N
感觉 n N
， x N
后段 t N
很 d N
好 a N
操控 v N
很 zg N
精准 n N
， x N
没有 v N
平常 a N
家用车 n N
的 uj N
那种 r N
虚位 n N
， x N
